OBJECTID,Site_Description,Date_Sample_Collected,Result_Name,Result_Label
313,Mundoo Barrage Downstream,22/01/2026,Dinophysis acuminata,0 Cells/L
314,Mundoo Barrage Downstream,22/01/2026,Dinophysis acuta,0 Cells/L
315,Mundoo Barrage Downstream,22/01/2026,Dinophysis caudata,0 Cells/L
316,Mundoo Barrage Downstream,22/01/2026,Gymnodinium catenatum,0 Cells/L
317,Mundoo Barrage Downstream,22/01/2026,Karenia sp.,0 Cells/L
318,Mundoo Barrage Downstream,22/01/2026,Karlodinium sp.,0 Cells/L
319,Mundoo Barrage Downstream,22/01/2026,Prorocentrum lima,0 Cells/L
320,Mundoo Barrage Downstream,28/10/2025,Pseudo-nitzschia,0 Cells/L
321,Mundoo Barrage Downstream,28/10/2025,Alexandrium catenella,0 Cells/L
322,Mundoo Barrage Downstream,28/10/2025,Alexandrium cysts,0 Cells/L
323,Mundoo Barrage Downstream,28/10/2025,Alexandrium margalefi,0 Cells/L
324,Mundoo Barrage Downstream,28/10/2025,Alexandrium minutum,0 Cells/L
325,Mundoo Barrage Downstream,28/10/2025,Alexandrium ostenfeldii,0 Cells/L
326,Mundoo Barrage Downstream,28/10/2025,Alexandrium sp.,0 Cells/L
327,Mundoo Barrage Downstream,28/10/2025,Alexandrium tamarense,0 Cells/L
328,Mundoo Barrage Downstream,28/10/2025,Dinophysis acuminata,0 Cells/L
329,Mundoo Barrage Downstream,28/10/2025,Dinophysis acuta,0 Cells/L
330,Mundoo Barrage Downstream,28/10/2025,Dinophysis caudata,0 Cells/L
331,Mundoo Barrage Downstream,28/10/2025,Gymnodinium catenatum,0 Cells/L
332,Mundoo Barrage Downstream,28/10/2025,Karenia sp.,0 Cells/L
333,Mundoo Barrage Downstream,28/10/2025,Karlodinium sp.,0 Cells/L
334,Mundoo Barrage Downstream,28/10/2025,Prorocentrum lima,0 Cells/L
335,Mundoo Barrage Downstream,8/12/2025,Pseudo-nitzschia,0 Cells/L
336,Mundoo Barrage Downstream,8/12/2025,Alexandrium catenella,0 Cells/L
337,Mundoo Barrage Downstream,8/12/2025,Alexandrium cysts,0 Cells/L
338,Mundoo Barrage Downstream,8/12/2025,Alexandrium margalefi,0 Cells/L
339,Mundoo Barrage Downstream,8/12/2025,Alexandrium minutum,0 Cells/L
340,Mundoo Barrage Downstream,8/12/2025,Alexandrium ostenfeldii,0 Cells/L
341,Mundoo Barrage Downstream,8/12/2025,Alexandrium sp.,0 Cells/L
342,Mundoo Barrage Downstream,8/12/2025,Alexandrium tamarense,0 Cells/L
343,Mundoo Barrage Downstream,8/12/2025,Dinophysis acuminata,0 Cells/L
344,Mundoo Barrage Downstream,8/12/2025,Dinophysis acuta,0 Cells/L
345,Mundoo Barrage Downstream,8/12/2025,Dinophysis caudata,0 Cells/L
346,Mundoo Barrage Downstream,8/12/2025,Gymnodinium catenatum,0 Cells/L
347,Mundoo Barrage Downstream,8/12/2025,Karenia sp.,52 Cells/L
348,Mundoo Barrage Downstream,8/12/2025,Karlodinium sp.,0 Cells/L
349,Mundoo Barrage Downstream,8/12/2025,Prorocentrum lima,0 Cells/L
350,Mundoo Barrage Downstream,10/11/2025,Pseudo-nitzschia,0 Cells/L
351,Mundoo Barrage Downstream,10/11/2025,Alexandrium catenella,0 Cells/L
352,Mundoo Barrage Downstream,10/11/2025,Alexandrium cysts,0 Cells/L
353,Mundoo Barrage Downstream,10/11/2025,Alexandrium margalefi,0 Cells/L
354,Mundoo Barrage Downstream,10/11/2025,Alexandrium minutum,0 Cells/L
355,Mundoo Barrage Downstream,10/11/2025,Alexandrium ostenfeldii,0 Cells/L
356,Mundoo Barrage Downstream,10/11/2025,Alexandrium sp.,0 Cells/L
357,Mundoo Barrage Downstream,10/11/2025,Alexandrium tamarense,0 Cells/L
358,Mundoo Barrage Downstream,10/11/2025,Dinophysis acuminata,0 Cells/L
359,Mundoo Barrage Downstream,10/11/2025,Dinophysis acuta,0 Cells/L
360,Mundoo Barrage Downstream,10/11/2025,Dinophysis caudata,0 Cells/L
361,Mundoo Barrage Downstream,10/11/2025,Gymnodinium catenatum,0 Cells/L
362,Mundoo Barrage Downstream,10/11/2025,Karenia sp.,0 Cells/L
363,Mundoo Barrage Downstream,10/11/2025,Karlodinium sp.,0 Cells/L
364,Mundoo Barrage Downstream,10/11/2025,Prorocentrum lima,0 Cells/L
365,Mundoo Barrage Downstream,19/02/2026,Pseudo-nitzschia,0 Cells/L
366,Mundoo Barrage Downstream,19/02/2026,Alexandrium catenella,0 Cells/L
367,Mundoo Barrage Downstream,19/02/2026,Alexandrium cysts,0 Cells/L
368,Mundoo Barrage Downstream,19/02/2026,Alexandrium margalefi,0 Cells/L
369,Mundoo Barrage Downstream,19/02/2026,Alexandrium minutum,0 Cells/L
370,Mundoo Barrage Downstream,19/02/2026,Alexandrium ostenfeldii,0 Cells/L
371,Mundoo Barrage Downstream,19/02/2026,Alexandrium sp.,0 Cells/L
372,Mundoo Barrage Downstream,19/02/2026,Alexandrium tamarense,0 Cells/L
373,Mundoo Barrage Downstream,19/02/2026,Dinophysis acuminata,0 Cells/L
374,Mundoo Barrage Downstream,19/02/2026,Dinophysis acuta,0 Cells/L
375,Mundoo Barrage Downstream,19/02/2026,Dinophysis caudata,0 Cells/L
376,Mundoo Barrage Downstream,19/02/2026,Gymnodinium catenatum,0 Cells/L
377,Mundoo Barrage Downstream,19/02/2026,Karenia sp.,0 Cells/L
378,Mundoo Barrage Downstream,19/02/2026,Karlodinium sp.,0 Cells/L
379,Mundoo Barrage Downstream,19/02/2026,Prorocentrum lima,0 Cells/L
380,Mundoo Barrage Downstream,13/08/2025,Karenia sp.,0 Cells/L
381,Mundoo Barrage Downstream,13/08/2025,Katodinium sp.,0 Cells/L
382,Mundoo Barrage Downstream,5/05/2026,Pseudo-nitzschia,0 Cells/L
383,Mundoo Barrage Downstream,5/05/2026,Alexandrium catenella,0 Cells/L
384,Mundoo Barrage Downstream,5/05/2026,Alexandrium cysts,0 Cells/L
385,Mundoo Barrage Downstream,5/05/2026,Alexandrium margalefi,0 Cells/L
386,Mundoo Barrage Downstream,5/05/2026,Alexandrium minutum,0 Cells/L
387,Mundoo Barrage Downstream,5/05/2026,Alexandrium ostenfeldii,0 Cells/L
388,Mundoo Barrage Downstream,5/05/2026,Alexandrium sp.,0 Cells/L
389,Mundoo Barrage Downstream,5/05/2026,Alexandrium tamarense,0 Cells/L
390,Mundoo Barrage Downstream,5/05/2026,Dinophysis acuminata,0 Cells/L
391,Mundoo Barrage Downstream,5/05/2026,Dinophysis acuta,0 Cells/L
392,Mundoo Barrage Downstream,5/05/2026,Dinophysis caudata,0 Cells/L
393,Mundoo Barrage Downstream,5/05/2026,Gymnodinium catenatum,0 Cells/L
394,Mundoo Barrage Downstream,5/05/2026,Karenia sp.,0 Cells/L
395,Mundoo Barrage Downstream,5/05/2026,Karlodinium sp.,0 Cells/L
396,Mundoo Barrage Downstream,5/05/2026,Prorocentrum lima,0 Cells/L
397,Mundoo Barrage Downstream,21/04/2026,Pseudo-nitzschia,0 Cells/L
398,Mundoo Barrage Downstream,21/04/2026,Alexandrium catenella,0 Cells/L
399,Mundoo Barrage Downstream,21/04/2026,Alexandrium cysts,0 Cells/L
400,Mundoo Barrage Downstream,21/04/2026,Alexandrium margalefi,0 Cells/L
401,Mundoo Barrage Downstream,21/04/2026,Alexandrium minutum,0 Cells/L
402,Mundoo Barrage Downstream,21/04/2026,Alexandrium ostenfeldii,0 Cells/L
403,Mundoo Barrage Downstream,21/04/2026,Alexandrium sp.,0 Cells/L
404,Mundoo Barrage Downstream,21/04/2026,Alexandrium tamarense,0 Cells/L
405,Mundoo Barrage Downstream,21/04/2026,Dinophysis acuminata,0 Cells/L
406,Mundoo Barrage Downstream,21/04/2026,Dinophysis acuta,0 Cells/L
407,Mundoo Barrage Downstream,21/04/2026,Dinophysis caudata,0 Cells/L
408,Mundoo Barrage Downstream,21/04/2026,Gymnodinium catenatum,0 Cells/L
409,Mundoo Barrage Downstream,21/04/2026,Karenia sp.,0 Cells/L
410,Mundoo Barrage Downstream,21/04/2026,Karlodinium sp.,0 Cells/L
411,Mundoo Barrage Downstream,21/04/2026,Prorocentrum lima,0 Cells/L
412,Mundoo Barrage Downstream,8/04/2026,Pseudo-nitzschia,0 Cells/L
413,Mundoo Barrage Downstream,8/04/2026,Alexandrium catenella,0 Cells/L
414,Mundoo Barrage Downstream,8/04/2026,Alexandrium cysts,0 Cells/L
415,Mundoo Barrage Downstream,8/04/2026,Alexandrium margalefi,0 Cells/L
416,Mundoo Barrage Downstream,8/04/2026,Alexandrium minutum,0 Cells/L
417,Mundoo Barrage Downstream,8/04/2026,Alexandrium ostenfeldii,0 Cells/L
418,Mundoo Barrage Downstream,8/04/2026,Alexandrium sp.,0 Cells/L
419,Mundoo Barrage Downstream,8/04/2026,Alexandrium tamarense,0 Cells/L
420,Mundoo Barrage Downstream,8/04/2026,Dinophysis acuminata,0 Cells/L
421,Mundoo Barrage Downstream,8/04/2026,Dinophysis acuta,0 Cells/L
422,Mundoo Barrage Downstream,8/04/2026,Dinophysis caudata,0 Cells/L
423,Mundoo Barrage Downstream,8/04/2026,Gymnodinium catenatum,0 Cells/L
424,Mundoo Barrage Downstream,8/04/2026,Karenia sp.,0 Cells/L
425,Mundoo Barrage Downstream,8/04/2026,Karlodinium sp.,0 Cells/L
426,Mundoo Barrage Downstream,8/04/2026,Prorocentrum lima,0 Cells/L
427,Mundoo Barrage Downstream,26/08/2025,Karenia sp.,0 Cells/L
428,Mundoo Barrage Downstream,26/08/2025,Katodinium sp.,0 Cells/L
429,Mundoo Barrage Downstream,24/11/2025,Pseudo-nitzschia,0 Cells/L
430,Mundoo Barrage Downstream,24/11/2025,Alexandrium catenella,0 Cells/L
431,Mundoo Barrage Downstream,24/11/2025,Alexandrium cysts,0 Cells/L
432,Mundoo Barrage Downstream,24/11/2025,Alexandrium margalefi,0 Cells/L
433,Mundoo Barrage Downstream,24/11/2025,Alexandrium minutum,0 Cells/L
434,Mundoo Barrage Downstream,24/11/2025,Alexandrium ostenfeldii,0 Cells/L
435,Mundoo Barrage Downstream,24/11/2025,Alexandrium sp.,0 Cells/L
436,Mundoo Barrage Downstream,24/11/2025,Alexandrium tamarense,0 Cells/L
437,Mundoo Barrage Downstream,24/11/2025,Dinophysis acuminata,0 Cells/L
438,Mundoo Barrage Downstream,24/11/2025,Dinophysis acuta,0 Cells/L
439,Mundoo Barrage Downstream,24/11/2025,Dinophysis caudata,0 Cells/L
440,Mundoo Barrage Downstream,24/11/2025,Gymnodinium catenatum,0 Cells/L
441,Mundoo Barrage Downstream,24/11/2025,Karenia sp.,0 Cells/L
442,Mundoo Barrage Downstream,24/11/2025,Karlodinium sp.,0 Cells/L
443,Mundoo Barrage Downstream,24/11/2025,Prorocentrum lima,0 Cells/L
444,Mundoo Barrage Downstream,23/07/2025,Karenia sp.,0 Cells/L
445,Mundoo Barrage Downstream,23/07/2025,Katodinium sp.,0 Cells/L
446,Mundoo Barrage Downstream,6/01/2026,Pseudo-nitzschia,0 Cells/L
447,Mundoo Barrage Downstream,6/01/2026,Alexandrium catenella,0 Cells/L
448,Mundoo Barrage Downstream,6/01/2026,Alexandrium cysts,0 Cells/L
449,Mundoo Barrage Downstream,6/01/2026,Alexandrium margalefi,0 Cells/L
450,Mundoo Barrage Downstream,6/01/2026,Alexandrium minutum,0 Cells/L
451,Mundoo Barrage Downstream,6/01/2026,Alexandrium ostenfeldii,0 Cells/L
452,Mundoo Barrage Downstream,6/01/2026,Alexandrium sp.,0 Cells/L
453,Mundoo Barrage Downstream,6/01/2026,Alexandrium tamarense,0 Cells/L
454,Mundoo Barrage Downstream,6/01/2026,Dinophysis acuminata,0 Cells/L
455,Mundoo Barrage Downstream,6/01/2026,Dinophysis acuta,0 Cells/L
456,Mundoo Barrage Downstream,6/01/2026,Dinophysis caudata,0 Cells/L
457,Mundoo Barrage Downstream,6/01/2026,Gymnodinium catenatum,0 Cells/L
458,Mundoo Barrage Downstream,6/01/2026,Karenia sp.,0 Cells/L
459,Mundoo Barrage Downstream,6/01/2026,Karlodinium sp.,0 Cells/L
460,Mundoo Barrage Downstream,6/01/2026,Prorocentrum lima,0 Cells/L
461,Mundoo Barrage Downstream,10/06/2026,Pseudo-nitzschia,0 Cells/L
462,Mundoo Barrage Downstream,10/06/2026,Alexandrium catenella,0 Cells/L
463,Mundoo Barrage Downstream,10/06/2026,Alexandrium cysts,0 Cells/L
464,Mundoo Barrage Downstream,10/06/2026,Alexandrium margalefi,0 Cells/L
465,Mundoo Barrage Downstream,10/06/2026,Alexandrium minutum,0 Cells/L
466,Mundoo Barrage Downstream,10/06/2026,Alexandrium ostenfeldii,0 Cells/L
467,Mundoo Barrage Downstream,10/06/2026,Alexandrium sp.,0 Cells/L
468,Mundoo Barrage Downstream,10/06/2026,Alexandrium tamarense,0 Cells/L
469,Mundoo Barrage Downstream,10/06/2026,Dinophysis acuminata,0 Cells/L
470,Mundoo Barrage Downstream,10/06/2026,Dinophysis acuta,0 Cells/L
471,Mundoo Barrage Downstream,10/06/2026,Dinophysis caudata,0 Cells/L
472,Mundoo Barrage Downstream,10/06/2026,Gymnodinium catenatum,0 Cells/L
473,Mundoo Barrage Downstream,10/06/2026,Karenia sp.,0 Cells/L
474,Mundoo Barrage Downstream,10/06/2026,Karlodinium sp.,0 Cells/L
475,Mundoo Barrage Downstream,10/06/2026,Prorocentrum lima,0 Cells/L
476,Parnka Point Boat Ramp,30/07/2025,Algae - Total,"1,950,000,000 Cells/L"
477,Parnka Point Boat Ramp,30/07/2025,Toxin producing BGA - Total,0 Cells/L
478,Parnka Point Boat Ramp,30/07/2025,Diatoms - Total,"2,450,000 Cells/L"
479,Parnka Point Boat Ramp,30/07/2025,Green Algae - Total,"1,950,000,000 Cells/L"
480,Parnka Point Boat Ramp,30/07/2025,Geosmin-MIB producing BGA - Total,0 Cells/L
481,Parnka Point Boat Ramp,30/07/2025,Blue Green Algae - Total,0 Cells/L
482,Parnka Point Boat Ramp,30/07/2025,Chroomonas,"370,000 Cells/L"
483,Parnka Point Boat Ramp,30/07/2025,Akashiwo,"28,000 Cells/L"
484,Parnka Point Boat Ramp,30/07/2025,Oxyrrhis,"30,000 Cells/L"
485,Parnka Point Boat Ramp,30/07/2025,Gyrosigma,"4,000 Cells/L"
486,Parnka Point Boat Ramp,30/07/2025,Organism - Notes,"Akashiwo - The identification for this organism is tentative only.,"
487,Parnka Point Boat Ramp,30/07/2025,Unicellular green algae,"51,000,000 Cells/L"
488,Parnka Point Boat Ramp,30/07/2025,Organism - Notes,"Unicellular green algae - This organism was a small species.,"
489,Parnka Point Boat Ramp,30/07/2025,Organism - Notes,"Unicellular green algae - The identification for this organism is tentative only.,"
490,Parnka Point Boat Ramp,30/07/2025,Unicellular green algae small_spp,"1,900,000,000 Cells/L"
491,Parnka Point Boat Ramp,30/07/2025,Organism - Notes,"Diplopsalis - The identification for this organism is tentative only.,"
492,Parnka Point Boat Ramp,30/07/2025,Diplopsalis,"32,000 Cells/L"
493,Parnka Point Boat Ramp,30/07/2025,Gymnodinium,"790,000 Cells/L"
494,Parnka Point Boat Ramp,30/07/2025,Organism - Notes,"Unicellular green algae - The identified species looks like Gymnodinium.,"
495,Parnka Point Boat Ramp,30/07/2025,Nitzschia,"2,450,000 Cells/L"
496,Parnka Point Boat Ramp,30/07/2025,CILIATEA,Abundant
497,Parnka Point Boat Ramp,26/06/2025,Green Algae - Total,"6,140,000,000 Cells/L"
498,Parnka Point Boat Ramp,26/06/2025,Geosmin-MIB producing BGA - Total,0 Cells/L
499,Parnka Point Boat Ramp,26/06/2025,Toxin producing BGA - Total,0 Cells/L
500,Parnka Point Boat Ramp,26/06/2025,Diatoms - Total,"1,410,000 Cells/L"
501,Parnka Point Boat Ramp,26/06/2025,Blue Green Algae - Total,0 Cells/L
502,Parnka Point Boat Ramp,26/06/2025,Organism - Notes,"Karenia mikimotoi - The identification for this organism is tentative only.,"
503,Parnka Point Boat Ramp,26/06/2025,Karenia mikimotoi,"134,000 Cells/L"
504,Parnka Point Boat Ramp,26/06/2025,Navicula,"40,000 Cells/L"
505,Parnka Point Boat Ramp,26/06/2025,Organism - Notes,"Unicellular green algae - The organisms look similar to Gymnodinoids.,"
506,Parnka Point Boat Ramp,26/06/2025,Organism - Notes,"Akashiwo - The identification for this organism is tentative only.,"
507,Parnka Point Boat Ramp,26/06/2025,Nitzschia,"1,370,000 Cells/L"
508,Parnka Point Boat Ramp,26/06/2025,Organism - Notes,"Dinophysis acuminata - The identification for this organism is tentative only.,"
509,Parnka Point Boat Ramp,26/06/2025,Diplopsalis,"14,000 Cells/L"
510,Parnka Point Boat Ramp,26/06/2025,Organism - Notes,"Unicellular green algae - The identification for this organism is tentative only.,"
511,Parnka Point Boat Ramp,26/06/2025,Organism - Notes,"Unicellular green algae - This organism was a small species.,"
512,Parnka Point Boat Ramp,26/06/2025,Organism - Notes,"Diplopsalis - The identification for this organism is tentative only.,"
513,Parnka Point Boat Ramp,26/06/2025,Katodinium,"10,000 Cells/L"
514,Parnka Point Boat Ramp,26/06/2025,Gymnodinium,"82,000 Cells/L"
515,Parnka Point Boat Ramp,26/06/2025,Akashiwo,"1,000 Cells/L"
516,Parnka Point Boat Ramp,26/06/2025,Cryptomonads,"110,000 Cells/L"
517,Parnka Point Boat Ramp,26/06/2025,Unicellular green algae small_spp,"5,770,000,000 Cells/L"
518,Parnka Point Boat Ramp,26/06/2025,Gymnodinioids,"350,000 Cells/L"
519,Parnka Point Boat Ramp,26/06/2025,Gyrodinium,"12,000 Cells/L"
520,Parnka Point Boat Ramp,26/06/2025,Unicellular green algae,"369,000,000 Cells/L"
521,Parnka Point Boat Ramp,26/06/2025,Oxyrrhis,"40,000 Cells/L"
522,Parnka Point Boat Ramp,26/06/2025,Dinophysis acuminata,"4,000 Cells/L"
523,Parnka Point Boat Ramp,17/06/2025,Algae - Total,"3,730,000,000 Cells/L"
524,Parnka Point Boat Ramp,17/06/2025,Diatoms - Total,"177,000 Cells/L"
525,Parnka Point Boat Ramp,17/06/2025,Toxin producing BGA - Total,0 Cells/L
526,Parnka Point Boat Ramp,17/06/2025,Green Algae - Total,"3,730,000,000 Cells/L"
527,Parnka Point Boat Ramp,17/06/2025,Geosmin-MIB producing BGA - Total,0 Cells/L
528,Parnka Point Boat Ramp,17/06/2025,Blue Green Algae - Total,0 Cells/L
529,Parnka Point Boat Ramp,17/06/2025,Organism - Notes,"Diplopsalis - The identification for this organism is tentative only.,"
530,Parnka Point Boat Ramp,17/06/2025,Organism - Notes,"Dinophysis - The identification for this organism is tentative only.,"
531,Parnka Point Boat Ramp,17/06/2025,Unicellular green algae,"11,200,000 Cells/L"
532,Parnka Point Boat Ramp,17/06/2025,Heterocapsa,"162,000 Cells/L"
533,Parnka Point Boat Ramp,17/06/2025,Amphidinium,"10,000 Cells/L"
534,Parnka Point Boat Ramp,17/06/2025,Diplopsalis,"10,000 Cells/L"
535,Parnka Point Boat Ramp,17/06/2025,Organism - Notes,"Karenia mikimotoi - The identification for this organism is tentative only.,"
536,Parnka Point Boat Ramp,17/06/2025,Gyrosigma,"6,000 Cells/L"
537,Parnka Point Boat Ramp,17/06/2025,Akashiwo,"40,000 Cells/L"
538,Parnka Point Boat Ramp,17/06/2025,Organism - Notes,"Unicellular green algae - This organism was a small species.,"
539,Parnka Point Boat Ramp,17/06/2025,Organism - Notes,"Unicellular green algae - This organism is similar to Gymnodinium, but smaller in size."
540,Parnka Point Boat Ramp,17/06/2025,Nitzschia,"150,000 Cells/L"
541,Parnka Point Boat Ramp,17/06/2025,Ceratium,"1,000 Cells/L"
542,Parnka Point Boat Ramp,17/06/2025,Gyrodinium,"5,000 Cells/L"
543,Parnka Point Boat Ramp,17/06/2025,Karenia mikimotoi,"1,000,000 Cells/L"
544,Parnka Point Boat Ramp,17/06/2025,Organism - Notes,"Amphidinium - The identification for this organism is tentative only.,"
545,Parnka Point Boat Ramp,17/06/2025,Unicellular green algae small_spp,"3,720,000,000 Cells/L"
546,Parnka Point Boat Ramp,17/06/2025,Rhizosolenia,"21,000 Cells/L"
547,Parnka Point Boat Ramp,17/06/2025,Other Organisms,"490,000 Cells/L"
548,Parnka Point Boat Ramp,17/06/2025,Dinophysis,"3,000 Cells/L"
549,Parnka Point Boat Ramp,17/06/2025,Gymnodinium,"220,000 Cells/L"
550,Parnka Point Boat Ramp,17/06/2025,Planctonema,"17,000 Cells/L"
551,Parnka Point Boat Ramp,17/06/2025,Organism - Notes,"Akashiwo - The identification for this organism is tentative only.,"
552,Parnka Point Boat Ramp,17/06/2025,Organism - Notes,"Dinophysis - This organism is identified as Dinophysis rotundata.,"
553,Parnka Point Boat Ramp,17/06/2025,Glenodinium,"30,000 Cells/L"
554,Parnka Point Boat Ramp,12/06/2025,Blue Green Algae - Total,0 Cells/L
555,Parnka Point Boat Ramp,12/06/2025,Geosmin-MIB producing BGA - Total,0 Cells/L
556,Parnka Point Boat Ramp,12/06/2025,Toxin producing BGA - Total,0 Cells/L
557,Parnka Point Boat Ramp,12/06/2025,Diatoms - Total,"1,670,000 Cells/L"
558,Parnka Point Boat Ramp,12/06/2025,Green Algae - Total,"3,810,000,000 Cells/L"
559,Parnka Point Boat Ramp,12/06/2025,Algae - Total,"3,810,000,000 Cells/L"
560,Parnka Point Boat Ramp,12/06/2025,Organism - Notes,"Akashiwo - The identification for this organism is tentative only.,"
561,Parnka Point Boat Ramp,12/06/2025,Navicula,"10,000 Cells/L"
562,Parnka Point Boat Ramp,12/06/2025,Other Organisms,"150,000 Cells/L"
563,Parnka Point Boat Ramp,12/06/2025,Achnanthidium,"30,000 Cells/L"
564,Parnka Point Boat Ramp,12/06/2025,Pennate diatoms,"20,000 Cells/L"
565,Parnka Point Boat Ramp,12/06/2025,Organism - Notes,"Dinophysis - The identification for this organism is tentative only.,"
566,Parnka Point Boat Ramp,12/06/2025,Rhizosolenia,"108,000 Cells/L"
567,Parnka Point Boat Ramp,12/06/2025,Dinophysis,"2,000 Cells/L"
568,Parnka Point Boat Ramp,12/06/2025,Organism - Notes,"Dinophysis - This organism is identified as Dinophysis rotundata.,"
569,Parnka Point Boat Ramp,12/06/2025,Nitzschia,"1,500,000 Cells/L"
570,Parnka Point Boat Ramp,12/06/2025,Karenia mikimotoi,"6,000 Cells/L"
571,Parnka Point Boat Ramp,12/06/2025,Unicellular green algae small_spp,"3,570,000,000 Cells/L"
572,Parnka Point Boat Ramp,12/06/2025,Phytoflagellates,"130,000 Cells/L"
573,Parnka Point Boat Ramp,12/06/2025,Organism - Notes,"Karenia mikimotoi - The identification for this organism is tentative only.,"
574,Parnka Point Boat Ramp,12/06/2025,Oxyrrhis,"400,000 Cells/L"
575,Parnka Point Boat Ramp,12/06/2025,Cryptomonads,"70,000 Cells/L"
576,Parnka Point Boat Ramp,12/06/2025,Organism - Notes,"Diplopsalis - The identification for this organism is tentative only.,"
577,Parnka Point Boat Ramp,12/06/2025,Akashiwo,"17,000 Cells/L"
578,Parnka Point Boat Ramp,12/06/2025,Chlamydomonas,"30,000 Cells/L"
579,Parnka Point Boat Ramp,12/06/2025,Diplopsalis,"6,000 Cells/L"
580,Parnka Point Boat Ramp,12/06/2025,Unicellular green algae,"238,000,000 Cells/L"
581,Parnka Point Boat Ramp,12/06/2025,Gymnodinium,"700,000 Cells/L"
582,Parnka Point Boat Ramp,20/05/2026,Pseudo-nitzschia,0 Cells/L
583,Parnka Point Boat Ramp,20/05/2026,Alexandrium catenella,0 Cells/L
584,Parnka Point Boat Ramp,20/05/2026,Alexandrium cysts,0 Cells/L
585,Parnka Point Boat Ramp,20/05/2026,Alexandrium margalefi,0 Cells/L
586,Parnka Point Boat Ramp,20/05/2026,Alexandrium minutum,0 Cells/L
587,Parnka Point Boat Ramp,20/05/2026,Alexandrium ostenfeldii,0 Cells/L
588,Parnka Point Boat Ramp,20/05/2026,Alexandrium sp.,0 Cells/L
589,Parnka Point Boat Ramp,20/05/2026,Alexandrium tamarense,0 Cells/L
590,Parnka Point Boat Ramp,20/05/2026,Dinophysis acuminata,0 Cells/L
591,Parnka Point Boat Ramp,20/05/2026,Dinophysis acuta,0 Cells/L
592,Parnka Point Boat Ramp,20/05/2026,Dinophysis caudata,0 Cells/L
593,Parnka Point Boat Ramp,20/05/2026,Gymnodinium catenatum,0 Cells/L
594,Parnka Point Boat Ramp,20/05/2026,Karenia sp.,0 Cells/L
595,Parnka Point Boat Ramp,20/05/2026,Karlodinium sp.,0 Cells/L
596,Parnka Point Boat Ramp,20/05/2026,Prorocentrum lima,0 Cells/L
597,Parnka Point Boat Ramp,23/03/2026,Pseudo-nitzschia,0 Cells/L
598,Parnka Point Boat Ramp,23/03/2026,Alexandrium catenella,0 Cells/L
599,Parnka Point Boat Ramp,23/03/2026,Alexandrium cysts,0 Cells/L
600,Parnka Point Boat Ramp,23/03/2026,Alexandrium margalefi,0 Cells/L
601,Parnka Point Boat Ramp,23/03/2026,Alexandrium minutum,0 Cells/L
602,Parnka Point Boat Ramp,23/03/2026,Alexandrium ostenfeldii,0 Cells/L
603,Parnka Point Boat Ramp,23/03/2026,Alexandrium sp.,0 Cells/L
604,Parnka Point Boat Ramp,23/03/2026,Alexandrium tamarense,0 Cells/L
605,Parnka Point Boat Ramp,23/03/2026,Dinophysis acuminata,0 Cells/L
